A000355,Republican,"Abraham, Spencer",Michigan,Senate:1995-2001,13,8
A000069,Democratic,"Akaka, Daniel K.",Hawaii,Senate:1990-2013 House:1977-1991,23,6
A000356,Republican,"Ashcroft, John",Missouri,Senate:1995-2001,4,3
B000243,Democratic,"Baucus, Max",Montana,Senate:1979-2014 House:1975-1979,14,16
B000382,Republican,"Bennett, Robert F.",Utah,Senate:1993-2011,5,10
B000444,Democratic,"Biden, Joseph R., Jr.",Delaware,Senate:1973-2009,0,0
B000468,Democratic,"Bingaman, Jeff",NewMexico,Senate:1983-2013,16,15
B000611,Republican,"Bond, Christopher S.",Missouri,Senate:1987-2011,8,4
B000711,Democratic,"Boxer, Barbara",California,Senate:1993-2017 House:1983-1993,23,12
B001225,Democratic,"Bradley, Bill",NewJersey,Senate:1979-1997,0,0
B000780,Democratic,"Breaux, John B.",Louisiana,Senate:1987-2005 House:1971-1987,18,8
B000919,Republican,"Brown, Hank",Colorado,Senate:1991-1997 House:1981-1991,24,19
B000953,Republican,"Brownback, Sam",Kansas,Senate:1996-2011 House:1995-1996,0,1
B000993,Democratic,"Bryan, Richard H.",Nevada,Senate:1989-2001,8,5
B001057,Democratic,"Bumpers, Dale",Arkansas,Senate:1975-1999,4,4
B001126,Republican,"Burns, Conrad R.",Montana,Senate:1989-2007,0,0
B001210,Democratic,"Byrd, Robert C.",WestVirginia,Senate:1959-2010 House:1953-1959,5,1
C000077,Republican,"Campbell, Ben Nighthorse",Colorado,Senate:1993-2005 House:1987-1993,12,15
C000077,Republican,"Campbell, Ben Nighthorse",Colorado,Senate:1993-2005 House:1987-1993,12,15
C000269,Republican,"Chafee, John H.",RhodeIsland,Senate:1977-1999,12,7
C000542,Republican,"Coats, Daniel",Indiana,"Senate:1989-1999,2011-2017 House:1981-1989",25,9
C000567,Republican,"Cochran, Thad",Mississippi,Senate:1979-2018 House:1973-1979,13,16
C000598,Republican,"Cohen, William S.",Maine,Senate:1979-1997 House:1973-1979,0,0
C000705,Democratic,"Conrad, Kent",NorthDakota,Senate:1987-2013,7,8
C000813,Republican,"Coverdell, Paul",Georgia,Senate:1993-2000,5,3
C000858,Republican,"Craig, Larry E.",Idaho,Senate:1991-2009 House:1981-1991,22,10
D000018,Republican,"D'Amato, Alfonse",NewYork,Senate:1981-1999,0,0
D000064,Democratic,"Daschle, Thomas A.",SouthDakota,Senate:1987-2005 House:1979-1987,33,16
D000294,Republican,"DeWine, Mike",Ohio,Senate:1995-2007 House:1983-1991,0,0
D000388,Democratic,"Dodd, Christopher J.",Connecticut,Senate:1981-2011 House:1975-1981,6,4
D000401,Republican,"Dole, Robert J.",Kansas,Senate:1969-1997 House:1961-1969,0,0
D000407,Republican,"Domenici, Pete V.",NewMexico,Senate:1973-2009,22,12
D000432,Democratic,"Dorgan, Byron L.",NorthDakota,Senate:1991-2011 House:1981-1993,19,11
E000284,Democratic,"Exon, J. James",Nebraska,Senate:1979-1997,20,8
F000437,Republican,"Faircloth, Lauch",NorthCarolina,Senate:1993-1999,15,17
F000061,Democratic,"Feingold, Russell D.",Wisconsin,Senate:1993-2011,0,0
F000062,Democratic,"Feinstein, Dianne",California,Senate:1992-Present,16,13
F000268,Democratic,"Ford, Wendell H.",Kentucky,Senate:1975-1999,10,8
F000438,Republican,"Frahm, Sheila",Kansas,Senate:1995-1997,0,0
F000439,Republican,"Frist, William H.",Tennessee,Senate:1995-2007,6,9
G000236,Democratic,"Glenn, John H., Jr.",Ohio,Senate:1975-1999,0,0
G000333,Republican,"Gorton, Slade",Washington,"Senate:1981-1987,1989-2001",12,6
G000352,Democratic,"Graham, Bob",Florida,Senate:1987-2005,7,6
G000365,Republican,"Gramm, Phil",Texas,Senate:1985-2002 House:1979-1985,12,5
G000367,Republican,"Grams, Rod",Minnesota,Senate:1995-2001 House:1993-1995,10,5
G000386,Republican,"Grassley, Chuck",Iowa,Senate:1981-Present House:1975-1981,0,0
G000445,Republican,"Gregg, Judd",NewHampshire,Senate:1993-2011 House:1981-1989,16,2
H000206,Democratic,"Harkin, Tom",Iowa,Senate:1985-2015 House:1975-1985,21,8
H000338,Republican,"Hatch, Orrin G.",Utah,Senate:1977-2019,50,13
H000343,Republican,"Hatfield, Mark O.",Oregon,Senate:1967-1997,0,0
H000445,Democratic,"Heflin, Howell",Alabama,Senate:1979-1997,0,0
H000463,Republican,"Helms, Jesse",NorthCarolina,Senate:1973-2003,44,25
H000725,Democratic,"Hollings, Ernest F.",SouthCarolina,Senate:1965-2005,19,13
H001016,Republican,"Hutchison, Kay Bailey",Texas,Senate:1993-2013,21,9
I000024,Republican,"Inhofe, James M.",Oklahoma,Senate:1994-2023 House:1987-1995,2,11
I000025,Democratic,"Inouye, Daniel K.",Hawaii,Senate:1963-2012 House:1959-1963,43,31
J000072,Independent,"Jeffords, James M.",Vermont,Senate:1989-2007 House:1975-1989,10,13
J000189,Democratic,"Johnston, J. Bennett",Louisiana,Senate:1971-1997,0,0
K000017,Republican,"Kassebaum, Nancy Landon",Kansas,Senate:1979-1997,15,11
K000088,Republican,"Kempthorne, Dirk",Idaho,Senate:1993-1999,4,9
K000105,Democratic,"Kennedy, Edward M.",Massachusetts,Senate:1961-2009,9,13
K000146,Democratic,"Kerrey, J. Robert",Nebraska,Senate:1989-2001,3,13
K000148,Democratic,"Kerry, John F.",Massachusetts,Senate:1985-2013,0,0
K000305,Democratic,"Kohl, Herb",Wisconsin,Senate:1989-2013,11,2
K000352,Republican,"Kyl, Jon",Arizona,"Senate:1995-2013,2018-2019 House:1987-1995",11,16
L000123,Democratic,"Lautenberg, Frank R.",NewJersey,"Senate:1983-2001,2003-2013",16,6
L000174,Democratic,"Leahy, Patrick J.",Vermont,Senate:1975-2023,7,14
L000261,Democratic,"Levin, Carl",Michigan,Senate:1979-2015,7,6
L000304,Independent Democrat,"Lieberman, Joseph I.",Connecticut,Senate:1989-2013,8,12
L000447,Republican,"Lott, Trent",Mississippi,Senate:1989-2007 House:1973-1989,38,16
L000504,Republican,"Lugar, Richard G.",Indiana,Senate:1977-2013,11,5
M000019,Republican,"Mack, Connie, III",Florida,Senate:1989-2001 House:1983-1989,0,0
M000303,Republican,"McCain, John",Arizona,Senate:1987-2018 House:1983-1987,47,14
M000355,Republican,"McConnell, Mitch",Kentucky,Senate:1985-Present,16,7
M000702,Democratic,"Mikulski, Barbara A.",Maryland,Senate:1987-2017 House:1977-1987,4,11
M001025,Democratic,"Moseley-Braun, Carol",Illinois,Senate:1993-1999,4,11
M001054,Democratic,"Moynihan, Daniel Patrick",NewYork,Senate:1977-2001,30,5
M001085,Republican,"Murkowski, Frank H.",Alaska,Senate:1981-2002,18,3
M001111,Democratic,"Murray, Patty",Washington,Senate:1993-Present,7,10
N000102,Republican,"Nickles, Don",Oklahoma,Senate:1981-2005,6,5
N000171,Democratic,"Nunn, Sam",Georgia,Senate:1971-1997,0,0
P000009,Republican,"Packwood, Bob",Oregon,Senate:1969-1997,0,0
P000193,Democratic,"Pell, Claiborne",RhodeIsland,Senate:1961-1997,0,0
P000513,Republican,"Pressler, Larry",SouthDakota,Senate:1979-1997 House:1975-1979,0,0
P000556,Democratic,"Pryor, David H.",Arkansas,Senate:1979-1997 House:1965-1973,0,0
R000146,Democratic,"Reid, Harry",Nevada,Senate:1987-2017 House:1983-1987,3,16
R000295,Democratic,"Robb, Charles S.",Virginia,Senate:1989-2001,5,7
R000361,Democratic,"Rockefeller, John D., IV",WestVirginia,Senate:1985-2015,0,0
R000460,Republican,"Roth Jr., William V.",Delaware,Senate:1969-2001 House:1967-1969,0,0
S000059,Republican,"Santorum, Rick",Pennsylvania,Senate:1995-2007 House:1991-1995,0,0
