A000014,Democratic,"Abercrombie, Neil",Hawaii,"House:1985-1987,1991-2011",6,10
A000022,Democratic,"Ackerman, Gary L.",NewYork,House:1983-2013,7,9
A000055,Republican,"Aderholt, Robert B.",Alabama,House:1997-Present,2,0
A000357,Democratic,"Allen, Thomas H.",Maine,House:1997-2009,2,1
A000210,Democratic,"Andrews, Robert E.",NewJersey,House:1989-2014,78,5
A000215,Republican,"Archer, Bill",Texas,House:1971-2001,15,1
A000217,Republican,"Armey, Richard K.",Texas,House:1985-2003,20,2
B001234,Democratic,"Baca, Joe",California,House:1999-2013,5,3
B000013,Republican,"Bachus, Spencer",Alabama,House:1993-2015,10,3
B001229,Democratic,"Baird, Brian",Washington,House:1999-2011,3,4
B000072,Republican,"Baker, Richard H.",Louisiana,House:1987-2008,0,0
B000081,Democratic,"Baldacci, John Elias",Maine,House:1995-2003,0,0
B001230,Democratic,"Baldwin, Tammy",Wisconsin,Senate:2013-Present House:1999-2013,1,9
B000104,Republican,"Ballenger, Cass",NorthCarolina,House:1985-2005,0,3
B000134,Democratic,"Barcia, James A.",Michigan,House:1993-2003,4,2
B000169,Republican,"Barr, Bob",Georgia,House:1995-2003,16,7
B000177,Democratic,"Barrett, Thomas M.",Wisconsin,House:1993-2003,5,7
B000179,Republican,"Barrett, Bill",Nebraska,House:1991-2001,6,0
B000208,Republican,"Bartlett, Roscoe G.",Maryland,House:1993-2013,5,2
B000213,Republican,"Barton, Joe",Texas,House:1985-2019,0,0
B000220,Republican,"Bass, Charles F.",NewHampshire,"House:1995-2007,2011-2013",4,1
B000229,Republican,"Bateman, Herbert H.",Virginia,House:1983-2001,5,2
B000287,Democratic,"Becerra, Xavier",California,House:1993-2017,9,0
B000400,Democratic,"Bentsen, Ken",Texas,House:1995-2003,4,1
B000403,Republican,"Bereuter, Doug",Nebraska,House:1979-2004,0,0
B001231,Democratic,"Berkley, Shelley",Nevada,House:1999-2013,4,4
B000410,Democratic,"Berman, Howard L.",California,House:1983-2013,2,11
B000420,Democratic,"Berry, Marion",Arkansas,House:1997-2011,5,0
B001232,Republican,"Biggert, Judy",Illinois,House:1999-2013,4,2
B000461,Republican,"Bilbray, Brian P.",California,"House:1995-2001,2005-2013",12,8
B000463,Republican,"Bilirakis, Michael",Florida,House:1983-2007,10,2
B000490,Democratic,"Bishop, Sanford D., Jr.",Georgia,House:1993-Present,0,0
B000518,Democratic,"Blagojevich, Rod R.",Illinois,House:1997-2003,0,0
B000556,Republican,"Bliley, Tom",Virginia,House:1981-2001,9,3
B000574,Democratic,"Blumenauer, Earl",Oregon,House:1995-Present,12,9
B000575,Republican,"Blunt, Roy",Missouri,Senate:2011-2023 House:1997-2011,2,4
B000586,Republican,"Boehlert, Sherwood",NewYork,House:1983-2007,0,0
B000589,Republican,"Boehner, John A.",Ohio,House:1991-2015,6,2
B000617,Republican,"Bonilla, Henry",Texas,House:1993-2007,2,0
B000619,Democratic,"Bonior, David E.",Michigan,House:1977-2003,2,1
B001228,Republican,"Bono Mack, Mary",California,House:1997-2013,2,2
B000644,Democratic,"Borski, Robert A.",Pennsylvania,House:1983-2003,0,4
B000652,Democratic,"Boswell, Leonard L.",Iowa,House:1997-2013,4,1
B000657,Democratic,"Boucher, Rick",Virginia,House:1983-2011,0,5
B000716,Democratic,"Boyd, Allen",Florida,House:1997-2011,1,0
B001227,Democratic,"Brady, Robert A.",Pennsylvania,House:1997-2019,2,4
B000755,Republican,"Brady, Kevin",Texas,House:1997-2023,5,1
B000911,Democratic,"Brown, Corrine",Florida,House:1993-2017,0,4
B000918,Democratic,"Brown, George E., Jr.",California,"House:1963-1971,1973-2001",0,0
B000944,Democratic,"Brown, Sherrod",Ohio,Senate:2007-Present House:1993-2007,3,7
B000996,Republican,"Bryant, Ed",Tennessee,House:1995-2003,3,3
B001135,Republican,"Burr, Richard",NorthCarolina,Senate:2005-2023 House:1995-2005,0,0
B001149,Republican,"Burton, Dan",Indiana,House:1983-2013,10,4
B001203,Republican,"Buyer, Steve",Indiana,House:1993-2011,0,0
C000052,Republican,"Callahan, Sonny",Alabama,House:1985-2003,7,1
C000059,Republican,"Calvert, Ken",California,House:1993-Present,14,5
C000071,Republican,"Camp, Dave",Michigan,House:1991-2015,4,2
C000100,Republican,"Campbell, Tom",California,"House:1989-1993,1995-2001",25,9
C000107,Republican,"Canady, Charles T.",Florida,House:1993-2001,2,3
C000116,Republican,"Cannon, Chris",Utah,House:1997-2009,0,0
C001036,Democratic,"Capps, Lois",California,House:1997-2017,8,3
C001037,Democratic,"Capuano, Michael E.",Massachusetts,House:1999-2019,0,1
C000141,Democratic,"Cardin, Benjamin L.",Maryland,Senate:2007-Present House:1987-2007,3,6
C000191,Democratic,"Carson, Julia",Indiana,House:1997-2007,0,0
C000243,Republican,"Castle, Michael N.",Delaware,House:1993-2011,39,3
C000266,Republican,"Chabot, Steve",Ohio,"House:1995-2009,2011-2023",0,0
C000286,Republican,"Chambliss, Saxby",Georgia,Senate:2003-2015 House:1995-2003,4,2
C000345,Republican,"Chenoweth-Hage, Helen",Idaho,House:1995-2001,5,0
C000380,Democratic,"Christensen, Donna M.",VirginIslands,House:1997-2015,0,0
C000488,Democratic,"Clay, William (Bill)",Missouri,House:1969-2001,0,0
C000494,Democratic,"Clayton, Eva M.",NorthCarolina,House:1991-2003,0,0
C000503,Democratic,"Clement, Bob",Tennessee,House:1987-2003,1,4
C000537,Democratic,"Clyburn, James E.",SouthCarolina,House:1993-Present,0,1
C000556,Republican,"Coble, Howard",NorthCarolina,House:1985-2015,47,4
C000560,Republican,"Coburn, Tom",Oklahoma,Senate:2005-2015 House:1995-2001,0,0
C000640,Republican,"Collins, Mac",Georgia,House:1993-2005,0,0
C000653,Republican,"Combest, Larry",Texas,House:1985-2003,1,1
C000670,Democratic,"Condit, Gary A.",California,House:1989-2003,0,0
C000714,Democratic,"Conyers, John, Jr.",Michigan,House:1965-2017,0,0
C000722,Republican,"Cook, Merrill",Utah,House:1997-2001,9,5
C000735,Republican,"Cooksey, John",Louisiana,House:1997-2003,1,1
C000794,Democratic,"Costello, Jerry F.",Illinois,House:1987-2013,2,4
C000830,Republican,"Cox, Christopher",California,House:1989-2007,8,9
C000846,Democratic,"Coyne, William J.",Pennsylvania,House:1981-2003,3,1
C000868,Democratic,"Cramer, Robert E. (Bud), Jr.",Alabama,House:1991-2009,0,0
C000873,Republican,"Crane, Philip M.",Illinois,House:1969-2005,9,3
C001038,Democratic,"Crowley, Joseph",NewYork,House:1999-2019,6,3
C000962,Republican,"Cubin, Barbara",Wyoming,House:1995-2009,0,0
C000984,Democratic,"Cummings, Elijah E.",Maryland,House:1995-2019,1,6
C000994,Republican,"Cunningham, Randy (Duke)",California,House:1991-2007,0,0
D000046,Democratic,"Danner, Pat",Missouri,House:1993-2001,3,3
D000136,Republican,"Davis, Tom",Virginia,House:1995-2008,7,16
D000096,Democratic,"Davis, Danny K.",Illinois,House:1997-Present,4,1
D000114,Democratic,"Davis, Jim",Florida,House:1997-2007,0,0
D000168,Republican,"Deal, Nathan",Georgia,House:1993-2010,5,5
D000191,Democratic,"DeFazio, Peter A.",Oregon,House:1987-2023,15,13
D000197,Democratic,"DeGette, Diana",Colorado,House:1997-Present,5,9
D000210,Democratic,"Delahunt, Bill",Massachusetts,House:1997-2011,0,0
D000216,Democratic,"DeLauro, Rosa L.",Connecticut,House:1991-Present,0,0
D000217,Republican,"DeLay, Tom",Texas,House:1985-2007,0,0
