A000014,Democratic,"Abercrombie, Neil",Hawaii,"House:1985-1987,1991-2011",10,11
A000022,Democratic,"Ackerman, Gary L.",NewYork,House:1983-2013,3,3
A000055,Republican,"Aderholt, Robert B.",Alabama,House:1997-Present,5,1
A000358,Republican,"Akin, W. Todd",Missouri,House:2001-2013,0,0
A000361,Republican,"Alexander, Rodney",Louisiana,House:2003-2013,2,0
A000357,Democratic,"Allen, Thomas H.",Maine,House:1997-2009,1,5
A000210,Democratic,"Andrews, Robert E.",NewJersey,House:1989-2014,99,8
B001234,Democratic,"Baca, Joe",California,House:1999-2013,6,4
B000013,Republican,"Bachus, Spencer",Alabama,House:1993-2015,2,2
B001229,Democratic,"Baird, Brian",Washington,House:1999-2011,7,9
B000072,Republican,"Baker, Richard H.",Louisiana,House:1987-2008,0,0
B001230,Democratic,"Baldwin, Tammy",Wisconsin,Senate:2013-Present House:1999-2013,2,4
B001239,Republican,"Barrett, J. Gresham",SouthCarolina,House:2003-2011,1,2
B001252,Democratic,"Barrow, John",Georgia,House:2005-2015,4,0
B000208,Republican,"Bartlett, Roscoe G.",Maryland,House:1993-2013,5,7
B000213,Republican,"Barton, Joe",Texas,House:1985-2019,0,0
B000220,Republican,"Bass, Charles F.",NewHampshire,"House:1995-2007,2011-2013",1,3
B001253,Democratic,"Bean, Melissa L.",Illinois,House:2005-2011,0,0
B001240,Republican,"Beauprez, Bob",Colorado,House:2003-2007,10,6
B000287,Democratic,"Becerra, Xavier",California,House:1993-2017,1,6
B001231,Democratic,"Berkley, Shelley",Nevada,House:1999-2013,6,3
B000410,Democratic,"Berman, Howard L.",California,House:1983-2013,1,10
B000420,Democratic,"Berry, Marion",Arkansas,House:1997-2011,23,7
B001232,Republican,"Biggert, Judy",Illinois,House:1999-2013,2,0
B000461,Republican,"Bilbray, Brian P.",California,"House:1995-2001,2005-2013",2,1
B000463,Republican,"Bilirakis, Michael",Florida,House:1983-2007,9,0
B001250,Republican,"Bishop, Rob",Utah,House:2003-2021,21,1
B001242,Democratic,"Bishop, Timothy H.",NewYork,House:2003-2015,2,8
B000490,Democratic,"Bishop, Sanford D., Jr.",Georgia,House:1993-Present,0,0
B001243,Republican,"Blackburn, Marsha",Tennessee,Senate:2019-Present House:2003-2019,3,3
B000574,Democratic,"Blumenauer, Earl",Oregon,House:1995-Present,13,13
B000575,Republican,"Blunt, Roy",Missouri,Senate:2011-2023 House:1997-2011,4,0
B000586,Republican,"Boehlert, Sherwood",NewYork,House:1983-2007,0,0
B000589,Republican,"Boehner, John A.",Ohio,House:1991-2015,16,0
B000617,Republican,"Bonilla, Henry",Texas,House:1993-2007,4,0
B001244,Republican,"Bonner, Jo",Alabama,House:2003-2013,13,1
B001228,Republican,"Bono Mack, Mary",California,House:1997-2013,7,3
B001236,Republican,"Boozman, John",Arkansas,Senate:2011-Present House:2001-2011,1,10
B001245,Democratic,"Bordallo, Madeleine Z.",Guam,House:2003-2019,2,2
B001254,Democratic,"Boren, Dan",Oklahoma,House:2005-2013,1,4
B000652,Democratic,"Boswell, Leonard L.",Iowa,House:1997-2013,4,2
B000657,Democratic,"Boucher, Rick",Virginia,House:1983-2011,1,9
B001255,Republican,"Boustany, Charles W., Jr.",Louisiana,House:2005-2017,0,0
B000716,Democratic,"Boyd, Allen",Florida,House:1997-2011,3,4
B001246,Republican,"Bradley, Jeb",NewHampshire,House:2003-2007,0,0
B001227,Democratic,"Brady, Robert A.",Pennsylvania,House:1997-2019,8,6
B000755,Republican,"Brady, Kevin",Texas,House:1997-2023,14,2
B000911,Democratic,"Brown, Corrine",Florida,House:1993-2017,8,2
B000944,Democratic,"Brown, Sherrod",Ohio,Senate:2007-Present House:1993-2007,8,17
B001235,Republican,"Brown, Henry E., Jr.",SouthCarolina,House:2001-2011,0,0
B001247,Republican,"Brown-Waite, Ginny",Florida,House:2003-2011,4,3
B001248,Republican,"Burgess, Michael C.",Texas,House:2003-Present,7,2
B001149,Republican,"Burton, Dan",Indiana,House:1983-2013,3,3
B001251,Democratic,"Butterfield, G. K.",NorthCarolina,House:2004-2022,4,4
B001203,Republican,"Buyer, Steve",Indiana,House:1993-2011,47,1
C000059,Republican,"Calvert, Ken",California,House:1993-Present,3,8
C000071,Republican,"Camp, Dave",Michigan,House:1991-2015,6,2
C001064,Republican,"Campbell, John",California,House:2005-2015,1,2
C000116,Republican,"Cannon, Chris",Utah,House:1997-2009,0,0
C001046,Republican,"Cantor, Eric",Virginia,House:2001-2014,7,2
C001047,Republican,"Capito, Shelley Moore",WestVirginia,Senate:2015-Present House:2001-2015,31,4
C001036,Democratic,"Capps, Lois",California,House:1997-2017,6,5
C001037,Democratic,"Capuano, Michael E.",Massachusetts,House:1999-2019,3,1
C000141,Democratic,"Cardin, Benjamin L.",Maryland,Senate:2007-Present House:1987-2007,9,4
C001050,Democratic,"Cardoza, Dennis A.",California,House:2003-2012,0,0
C001060,Democratic,"Carnahan, Russ",Missouri,House:2005-2013,4,4
C000191,Democratic,"Carson, Julia",Indiana,House:1997-2007,0,0
C001051,Republican,"Carter, John R.",Texas,House:2003-Present,0,0
C001055,Democratic,"Case, Ed",Hawaii,"House:2002-2007,2019-Present",13,24
C000243,Republican,"Castle, Michael N.",Delaware,House:1993-2011,39,3
C000266,Republican,"Chabot, Steve",Ohio,"House:1995-2009,2011-2023",0,0
C001058,Democratic,"Chandler, Ben",Kentucky,House:2004-2013,2,2
C001052,Republican,"Chocola, Chris",Indiana,House:2003-2007,2,0
C000380,Democratic,"Christensen, Donna M.",VirginIslands,House:1997-2015,0,0
C001049,Democratic,"Clay, Wm. Lacy",Missouri,House:2001-2021,0,0
C001061,Democratic,"Cleaver, Emanuel",Missouri,House:2005-Present,24,2
C000537,Democratic,"Clyburn, James E.",SouthCarolina,House:1993-Present,5,1
C000556,Republican,"Coble, Howard",NorthCarolina,House:1985-2015,20,1
C001053,Republican,"Cole, Tom",Oklahoma,House:2003-Present,22,2
C001062,Republican,"Conaway, K. Michael",Texas,House:2005-2021,1,1
C000714,Democratic,"Conyers, John, Jr.",Michigan,House:1965-2017,0,0
C000754,Democratic,"Cooper, Jim",Tennessee,"House:1983-1995,2003-2023",1,1
C001059,Democratic,"Costa, Jim",California,House:2005-Present,4,2
C000794,Democratic,"Costello, Jerry F.",Illinois,House:1987-2013,2,6
C000830,Republican,"Cox, Christopher",California,House:1989-2007,1,2
C000868,Democratic,"Cramer, Robert E. (Bud), Jr.",Alabama,House:1991-2009,0,0
C001045,Republican,"Crenshaw, Ander",Florida,House:2001-2017,4,2
C001038,Democratic,"Crowley, Joseph",NewYork,House:1999-2019,8,4
C000962,Republican,"Cubin, Barbara",Wyoming,House:1995-2009,0,0
C001063,Democratic,"Cuellar, Henry",Texas,House:2005-Present,1,3
C001048,Republican,"Culberson, John Abney",Texas,House:2001-2019,0,0
C000984,Democratic,"Cummings, Elijah E.",Maryland,House:1995-2019,1,1
C000994,Republican,"Cunningham, Randy (Duke)",California,House:1991-2007,0,0
