A000360,Republican,"Alexander, Lamar",Tennessee,Senate:2003-2021,12,18
B001230,Democratic,"Baldwin, Tammy",Wisconsin,Senate:2013-Present House:1999-2013,36,61
B001261,Republican,"Barrasso, John",Wyoming,Senate:2007-Present,22,33
B001267,Democratic,"Bennet, Michael F.",Colorado,Senate:2009-Present,0,0
B001243,Republican,"Blackburn, Marsha",Tennessee,Senate:2019-Present House:2003-2019,29,99
B001277,Democratic,"Blumenthal, Richard",Connecticut,Senate:2011-Present,51,132
B000575,Republican,"Blunt, Roy",Missouri,Senate:2011-2023 House:1997-2011,25,36
B001288,Democratic,"Booker, Cory A.",NewJersey,Senate:2013-Present,0,0
B001236,Republican,"Boozman, John",Arkansas,Senate:2011-Present House:2001-2011,18,46
B001310,Republican,"Braun, Mike",Indiana,Senate:2019-Present,39,76
B000944,Democratic,"Brown, Sherrod",Ohio,Senate:2007-Present House:1993-2007,45,75
B001135,Republican,"Burr, Richard",NorthCarolina,Senate:2005-2023 House:1995-2005,0,0
C000127,Democratic,"Cantwell, Maria",Washington,Senate:2001-Present House:1993-1995,23,24
C001047,Republican,"Capito, Shelley Moore",WestVirginia,Senate:2015-Present House:2001-2015,9,53
C000141,Democratic,"Cardin, Benjamin L.",Maryland,Senate:2007-Present House:1987-2007,40,63
C000174,Democratic,"Carper, Thomas R.",Delaware,Senate:2001-Present House:1983-1993,14,41
C001070,Democratic,"Casey, Robert P., Jr.",Pennsylvania,Senate:2007-Present,0,0
C001075,Republican,"Cassidy, Bill",Louisiana,Senate:2015-Present House:2009-2015,39,50
C001035,Republican,"Collins, Susan M.",Maine,Senate:1997-Present,0,0
C001088,Democratic,"Coons, Christopher A.",Delaware,Senate:2010-Present,36,64
C001056,Republican,"Cornyn, John",Texas,Senate:2002-Present,49,70
C001113,Democratic,"Cortez Masto, Catherine",Nevada,Senate:2017-Present,56,57
C001095,Republican,"Cotton, Tom",Arkansas,Senate:2015-Present House:2013-2015,58,63
