A000355,Republican,"Abraham, Spencer",Michigan,Senate:1995-2001,25,33
A000069,Democratic,"Akaka, Daniel K.",Hawaii,Senate:1990-2013 House:1977-1991,18,21
A000109,Republican,"Allard, Wayne",Colorado,Senate:1997-2009 House:1991-1997,0,0
A000356,Republican,"Ashcroft, John",Missouri,Senate:1995-2001,37,17
B000243,Democratic,"Baucus, Max",Montana,Senate:1979-2014 House:1975-1979,25,23
B001233,Democratic,"Bayh, Evan",Indiana,Senate:1999-2011,8,13
B000382,Republican,"Bennett, Robert F.",Utah,Senate:1993-2011,15,14
B000444,Democratic,"Biden, Joseph R., Jr.",Delaware,Senate:1973-2009,0,0
B000468,Democratic,"Bingaman, Jeff",NewMexico,Senate:1983-2013,35,69
B000611,Republican,"Bond, Christopher S.",Missouri,Senate:1987-2011,14,6
B000711,Democratic,"Boxer, Barbara",California,Senate:1993-2017 House:1983-1993,30,37
B000780,Democratic,"Breaux, John B.",Louisiana,Senate:1987-2005 House:1971-1987,24,21
B000953,Republican,"Brownback, Sam",Kansas,Senate:1996-2011 House:1995-1996,14,17
B000993,Democratic,"Bryan, Richard H.",Nevada,Senate:1989-2001,7,21
B001066,Republican,"Bunning, Jim",Kentucky,Senate:1999-2011 House:1987-1999,10,7
B001126,Republican,"Burns, Conrad R.",Montana,Senate:1989-2007,0,0
B001210,Democratic,"Byrd, Robert C.",WestVirginia,Senate:1959-2010 House:1953-1959,2,9
C000077,Republican,"Campbell, Ben Nighthorse",Colorado,Senate:1993-2005 House:1987-1993,51,14
C000269,Republican,"Chafee, John H.",RhodeIsland,Senate:1977-1999,6,2
C001040,Republican,"Chafee, Lincoln",RhodeIsland,Senate:1999-2007,0,0
C001034,Democratic,"Cleland, Max",Georgia,Senate:1997-2003,17,26
C000567,Republican,"Cochran, Thad",Mississippi,Senate:1979-2018 House:1973-1979,24,26
C001035,Republican,"Collins, Susan M.",Maine,Senate:1997-Present,0,0
C000705,Democratic,"Conrad, Kent",NorthDakota,Senate:1987-2013,16,21
C000813,Republican,"Coverdell, Paul",Georgia,Senate:1993-2000,39,19
C000858,Republican,"Craig, Larry E.",Idaho,Senate:1991-2009 House:1981-1991,12,19
C000880,Republican,"Crapo, Mike",Idaho,Senate:1999-Present House:1993-1999,0,0
D000064,Democratic,"Daschle, Thomas A.",SouthDakota,Senate:1987-2005 House:1979-1987,25,100
D000294,Republican,"DeWine, Mike",Ohio,Senate:1995-2007 House:1983-1991,0,0
D000388,Democratic,"Dodd, Christopher J.",Connecticut,Senate:1981-2011 House:1975-1981,29,39
D000407,Republican,"Domenici, Pete V.",NewMexico,Senate:1973-2009,39,25
D000432,Democratic,"Dorgan, Byron L.",NorthDakota,Senate:1991-2011 House:1981-1993,11,20
D000563,Democratic,"Durbin, Richard J.",Illinois,Senate:1997-Present House:1983-1997,0,0
E000286,Democratic,"Edwards, John",NorthCarolina,Senate:1999-2005,0,0
E000285,Republican,"Enzi, Michael B.",Wyoming,Senate:1997-2021,14,22
F000061,Democratic,"Feingold, Russell D.",Wisconsin,Senate:1993-2011,0,0
F000062,Democratic,"Feinstein, Dianne",California,Senate:1992-Present,62,41
F000442,Republican,"Fitzgerald, Peter",Illinois,Senate:1999-2005,0,0
F000439,Republican,"Frist, William H.",Tennessee,Senate:1995-2007,28,21
G000333,Republican,"Gorton, Slade",Washington,"Senate:1981-1987,1989-2001",17,20
G000352,Democratic,"Graham, Bob",Florida,Senate:1987-2005,12,9
G000365,Republican,"Gramm, Phil",Texas,Senate:1985-2002 House:1979-1985,15,12
G000367,Republican,"Grams, Rod",Minnesota,Senate:1995-2001 House:1993-1995,39,16
G000386,Republican,"Grassley, Chuck",Iowa,Senate:1981-Present House:1975-1981,0,0
G000445,Republican,"Gregg, Judd",NewHampshire,Senate:1993-2011 House:1981-1989,12,7
H001028,Republican,"Hagel, Chuck",Nebraska,Senate:1997-2009,0,0
H000206,Democratic,"Harkin, Tom",Iowa,Senate:1985-2015 House:1975-1985,29,21
H000338,Republican,"Hatch, Orrin G.",Utah,Senate:1977-2019,46,24
H000463,Republican,"Helms, Jesse",NorthCarolina,Senate:1973-2003,44,27
H000725,Democratic,"Hollings, Ernest F.",SouthCarolina,Senate:1965-2005,28,21
H001015,Republican,"Hutchinson, Tim",Arkansas,Senate:1997-2003 House:1993-1997,13,9
H001016,Republican,"Hutchison, Kay Bailey",Texas,Senate:1993-2013,21,19
I000024,Republican,"Inhofe, James M.",Oklahoma,Senate:1994-2023 House:1987-1995,15,14
I000025,Democratic,"Inouye, Daniel K.",Hawaii,Senate:1963-2012 House:1959-1963,46,55
J000072,Independent,"Jeffords, James M.",Vermont,Senate:1989-2007 House:1975-1989,33,24
J000177,Democratic,"Johnson, Tim",SouthDakota,Senate:1997-2015 House:1987-1997,11,56
K000105,Democratic,"Kennedy, Edward M.",Massachusetts,Senate:1961-2009,15,53
K000146,Democratic,"Kerrey, J. Robert",Nebraska,Senate:1989-2001,11,21
K000148,Democratic,"Kerry, John F.",Massachusetts,Senate:1985-2013,0,0
K000305,Democratic,"Kohl, Herb",Wisconsin,Senate:1989-2013,11,13
K000352,Republican,"Kyl, Jon",Arizona,"Senate:1995-2013,2018-2019 House:1987-1995",23,22
L000550,Democratic,"Landrieu, Mary L.",Louisiana,Senate:1997-2015,11,27
L000123,Democratic,"Lautenberg, Frank R.",NewJersey,"Senate:1983-2001,2003-2013",30,19
L000174,Democratic,"Leahy, Patrick J.",Vermont,Senate:1975-2023,23,32
L000261,Democratic,"Levin, Carl",Michigan,Senate:1979-2015,13,23
